x1,x2,y
1.0913692,0.9650475,0.0
0.25826973,0.26405424,0.0
0.34034938,-0.15464503,0.0
0.65347683,-0.27565154,1.0
1.0224576,-0.12869972,1.0
0.19090727,1.2951088,1.0
-0.08349724,0.2690238,0.0
0.11069494,-0.29039526,0.0
-0.006452115,0.92312276,1.0
0.8202536,0.016252497,1.0
-0.2944473,1.1615756,1.0
0.8253954,-0.17880167,1.0
0.74570626,0.17462282,1.0
-0.1361152,-0.28479055,0.0
-0.26920685,0.20718266,0.0
0.28056782,-0.18970285,0.0
0.052331887,0.036471833,0.0
0.79628223,0.7949228,0.0
0.15306595,0.33044192,0.0
1.1287321,1.0931159,0.0
0.16121511,0.73692465,1.0
1.00083,1.052645,0.0
1.3366836,-0.11976001,1.0
0.01396081,0.80253977,1.0
0.3349432,0.19264509,0.0
-0.029526507,1.0450903,1.0
0.7250862,0.24447538,1.0
0.030125057,-0.34237376,0.0
0.83696735,0.67604625,0.0
0.7784321,0.11025012,1.0
0.26335758,0.33616683,0.0
-0.2701123,1.2066076,1.0
1.2214537,0.119123064,1.0
0.8273068,-0.09045154,1.0
0.67832315,0.8946899,0.0
1.3184516,1.128475,0.0
0.9299152,0.9723059,0.0
0.7881309,1.1752083,0.0
-0.122770704,1.076322,1.0
1.2724807,1.1745653,0.0
0.99300826,0.16004953,1.0
0.23499584,-0.12689388,0.0
0.7890701,0.1629176,1.0
-0.28320494,0.056635108,0.0
0.16519749,0.73318505,1.0
0.19115102,-0.205199,0.0
0.32403842,0.21243861,0.0
0.118981004,0.67090356,1.0
0.18628074,1.2552162,1.0
1.022158,0.8260649,0.0
-0.33291426,0.8626586,1.0
1.2124497,1.179414,0.0
1.2169243,-0.2841491,1.0
1.1429768,1.2928818,0.0
0.883153,1.0586548,0.0
0.021354571,0.25137445,0.0
1.156098,1.2314982,0.0
0.058219865,0.71730953,1.0
-0.023360165,0.0010598986,0.0
0.18528025,-0.07239063,0.0
-0.2690646,0.7402925,1.0
0.7635147,1.0237796,0.0
0.7877938,0.84765697,0.0
0.7267336,-0.10154134,1.0
0.11965888,0.9944024,1.0
-0.13954374,1.2268268,1.0
-0.22728413,0.022881422,0.0
0.036292408,-0.022604087,0.0
-0.27984434,1.0867568,1.0
0.31869724,0.058148142,0.0
1.2559258,1.3487227,0.0
-0.031238014,0.33164367,0.0
1.1701733,0.94638157,0.0
1.3176218,0.9575567,0.0
0.22152747,0.7819933,1.0
1.2461067,0.20481369,1.0
0.8558976,1.234444,0.0
0.041767042,0.7359186,1.0
1.0313953,-0.07149904,1.0
0.21956055,0.77773255,1.0
1.0671664,1.2526842,0.0
0.96365035,-0.040953025,1.0
1.1515825,0.110703155,1.0
0.7644745,-0.23372063,1.0
1.102676,1.3092748,0.0
-0.097613916,0.015554181,0.0
-0.043074254,0.7443061,1.0
1.2666806,0.8734111,0.0
0.10519083,1.2397475,1.0
0.6805385,1.1633767,0.0
0.7605282,0.81242526,0.0
1.0118206,0.019145789,1.0
1.3223604,-0.2923965,1.0
0.8022032,0.12657508,1.0
1.2231724,1.3405143,0.0
0.66264236,1.2138081,0.0
1.0217942,0.87242264,0.0
0.1444647,0.32121885,0.0
0.9070416,1.3342974,0.0
0.21835068,-0.3460935,0.0
0.9685803,0.27908394,1.0
1.1449747,-0.34382755,1.0
0.987646,0.8332518,0.0
1.2542213,0.0930552,1.0
0.8634026,1.0027947,0.0
-0.057802428,0.8906383,1.0
0.23962286,1.1684536,1.0
-0.20335542,0.046124835,0.0
0.31779784,1.3369464,1.0
1.3491277,1.2214102,0.0
0.04202025,-0.07270145,0.0
0.16963199,0.6631557,1.0
-0.29846513,0.15152445,0.0
-0.33690774,1.3334413,1.0
0.84008914,1.0074958,0.0
-0.06454983,1.3319249,1.0
0.114579245,0.045538764,0.0
0.98303133,0.70426124,0.0
1.1532604,0.3063443,1.0
0.9726988,0.27122456,1.0
0.8844289,0.14511624,1.0
1.3144182,0.06959283,1.0
0.90732557,-0.34135872,1.0
-0.18810998,-0.27596956,0.0
0.0984148,1.2617414,1.0
0.21181855,0.8216782,1.0
0.85591644,0.16634469,1.0
0.16716367,0.19277127,0.0
0.2671508,-0.028939718,0.0
0.79947454,0.07742988,1.0
0.13842125,-0.16228242,0.0
0.25973156,0.7691102,1.0
0.31187698,0.119604655,0.0
1.0234452,0.1860774,1.0
-0.25381038,-0.17035533,0.0
1.0213336,-0.34209776,1.0
-0.24735832,-0.17070714,0.0
0.89205456,0.7244721,0.0
0.8841318,0.17318471,1.0
-0.27083203,0.24733238,0.0
0.7537862,0.7134714,0.0
0.9679112,0.8047209,0.0
1.1665456,1.2953742,0.0
0.7737144,0.6584185,0.0
1.1631244,1.3205625,0.0
0.93306494,0.23401941,1.0
0.3195845,0.78378916,1.0
-0.17585681,0.09785767,0.0
0.17110488,0.85419506,1.0
0.18405537,-0.024135716,0.0
0.3071744,1.1821263,1.0
-0.20956247,1.0232258,1.0
-0.34153792,1.2988423,1.0
0.86232907,0.19312836,1.0
1.1502382,1.023778,0.0
