x1,x2,y
0.8885913,0.28115165,0.0
-0.16792971,1.2696526,0.0
0.7749264,1.2471267,1.0
-0.16980912,-0.18438646,0.0
0.80708265,0.015497169,0.0
0.14288694,-0.08372794,0.0
1.2074783,0.23576945,0.0
1.0104996,0.21551785,0.0
-0.26867348,0.04952121,0.0
0.85944515,-0.08145503,0.0
-0.26054087,0.10444171,0.0
-0.035611197,0.2021801,0.0
-0.23092858,-0.29757914,0.0
1.2281184,0.74701136,1.0
0.15886441,-0.14661644,0.0
-0.29610398,1.1772846,0.0
0.100264676,0.81987965,0.0
1.1278131,1.2281945,1.0
0.1703695,-0.19638704,0.0
0.9904962,0.011528519,0.0
-0.16059554,0.7399341,0.0
-0.16874811,0.1790871,0.0
-0.03755008,1.1080134,0.0
0.793898,1.2047305,1.0
1.2744595,-0.08476572,0.0
0.8862262,1.2387353,1.0
0.015568775,-0.28993064,0.0
0.9617294,1.1189321,1.0
-0.27554026,1.0440271,0.0
-0.18769026,0.040622927,0.0
-0.12762597,1.2043289,0.0
1.1819477,0.098018065,0.0
-0.023678273,-0.1581468,0.0
0.901875,0.085612334,0.0
0.9948575,0.82425016,1.0
0.9737968,-0.08451555,0.0
1.0106801,-0.05304036,0.0
0.9781114,0.028065577,0.0
-0.13624606,0.8687519,0.0
1.2550187,-0.07735889,0.0
0.8398347,-0.2521677,0.0
-0.17643516,0.16428922,0.0
1.2496356,1.1026859,1.0
-0.033292763,0.14985467,0.0
0.97373205,1.0450563,1.0
1.2773122,1.0693318,1.0
0.0356576,1.2380912,0.0
-0.11622843,0.14668037,0.0
0.21410951,0.9367465,0.0
1.1843172,0.10824927,0.0
0.11032487,0.11579632,0.0
-0.23553391,0.03687138,0.0
0.28902707,-0.16760437,0.0
0.8735208,1.0318727,1.0
-0.1280707,-0.08897343,0.0
0.014366784,-0.12980156,0.0
0.7660455,0.005981098,0.0
-0.030088425,0.21087441,0.0
-0.1934463,0.7266507,0.0
0.84159374,1.0468946,1.0
0.099820524,0.0802734,0.0
0.93631405,-0.14689961,0.0
1.0107468,0.81069297,1.0
1.0839388,1.1323323,1.0
-0.14826787,0.77552116,0.0
0.9325697,1.1794549,1.0
-0.05625012,0.026975444,0.0
0.9379949,-0.060221024,0.0
-0.29634026,0.9924312,0.0
0.2952378,0.79319525,0.0
0.9345712,0.792516,1.0
1.0589827,1.0183413,1.0
1.1662953,1.2400508,1.0
-0.09102881,1.0662385,0.0
0.7558592,1.0472915,1.0
0.29545665,-0.19028538,0.0
0.27807492,0.09177427,0.0
1.2262908,1.1831269,1.0
1.04428,0.15653901,0.0
0.8851742,-0.2771089,0.0
0.9397758,1.2997118,1.0
0.20690747,1.055594,0.0
0.9912346,-0.2006627,0.0
1.165774,0.73339176,1.0
-0.23299497,-0.08984576,0.0
0.8378296,0.0490521,0.0
0.0369237,0.75108427,0.0
-0.059096746,0.9112441,0.0
1.1615448,-0.26580864,0.0
-0.22184728,0.89320886,0.0
0.82551533,0.2773341,0.0
1.2495197,1.1553175,1.0
0.80998176,1.2407199,1.0
0.26096505,-0.24713545,0.0
0.063101366,-0.027897608,0.0
0.15895344,0.8518246,0.0
0.82237977,0.7891876,1.0
0.981429,-0.12932642,0.0
-0.29997402,0.9015494,0.0
1.2188652,0.8308519,1.0
0.0978206,1.0763764,0.0
1.1950425,0.013409418,0.0
-0.05130353,-0.2754263,0.0
1.206392,0.8986844,1.0
1.2000327,-0.108709835,0.0
0.045305822,1.2563206,0.0
0.0743407,1.2433884,0.0
0.22009195,1.0963756,0.0
0.8989892,-0.075081535,0.0
0.819752,-0.18896267,0.0
0.043288413,1.0790796,0.0
-0.09367059,0.019669013,0.0
-0.040212408,0.97074175,0.0
0.9723335,1.2534285,1.0
0.95489043,-0.05173705,0.0
0.1934312,-0.066233285,0.0
-0.008826573,1.0085449,0.0
0.06775996,1.2220272,0.0
0.8514426,0.9629988,1.0
0.02776536,-0.18636344,0.0
0.043026377,0.8380191,0.0
-0.20224406,0.8702098,0.0
0.8741009,-0.018629635,0.0
0.12561564,0.121016696,0.0
1.1205238,1.1173346,1.0
1.2135285,1.1492122,1.0
1.001538,0.23595344,0.0
-0.12121572,-0.06358679,0.0
-0.026486367,0.8476018,0.0
0.9962585,0.276801,0.0
0.06887921,-0.2918738,0.0
-0.19797738,0.80903256,0.0
1.0046647,0.7701863,1.0
1.0013927,0.22019254,0.0
0.70818484,0.12727806,0.0
0.7582116,0.81212556,1.0
0.91092247,0.7428459,1.0
0.9238369,0.04170113,0.0
0.035823964,-0.2802392,0.0
-0.22957407,-0.18653841,0.0
0.10664928,0.93509275,0.0
-0.14770332,0.24085657,0.0
0.11515563,0.25774676,0.0
0.7060029,-0.04496306,0.0
1.0545127,0.15324998,0.0
-0.29208946,1.1519805,0.0
0.8978879,1.236639,1.0
1.1771868,0.9002138,1.0
-0.107358895,-0.023884904,0.0
-0.2829528,0.97108656,0.0
1.1459218,-0.21734242,0.0
1.2663007,0.018626986,0.0
1.2159439,0.13759439,0.0
0.24453202,1.0106868,0.0
1.249547,0.9056794,1.0
0.8946556,1.1733314,1.0
0.2688764,0.018319245,0.0
0.7338686,1.0055144,1.0
1.2418652,0.94586605,1.0
0.88707006,0.2970986,0.0
-0.078154065,1.2057961,0.0
0.7772626,-0.1311338,0.0
-0.2986425,-0.24867603,0.0
1.0586207,0.05998284,0.0
0.28163132,1.0758898,0.0
0.08857022,1.2736793,0.0
0.8171099,0.70315427,1.0
0.84295166,-0.053075667,0.0
0.23550802,-0.12629908,0.0
0.020216579,0.22886582,0.0
1.0718735,0.04165865,0.0
0.13554578,0.7046264,0.0
1.2576708,-0.13828991,0.0
0.76117486,0.19032398,0.0
-0.12287205,-0.2539406,0.0
1.2298061,1.265419,1.0
0.29548568,0.26391512,0.0
0.75503445,0.2982504,0.0
1.1198924,0.053901855,0.0
-0.22504635,0.7166297,0.0
0.29407373,0.13799733,0.0
-0.2929271,0.8217617,0.0
-0.29071224,-0.13344535,0.0
-0.20073122,0.94903314,0.0
-0.14918758,0.09353433,0.0
1.0935661,0.1443422,0.0
1.0675814,0.7899807,1.0
0.22779974,0.7838104,0.0
0.18528745,1.1700153,0.0
0.27048007,-0.20080894,0.0
0.16090994,0.8024769,0.0
0.94028074,0.92213553,1.0
0.09420141,-0.29616746,0.0
0.9602153,0.7037453,1.0
0.012063504,0.8023795,0.0
-0.24703754,0.21766995,0.0
0.2931087,-0.09868432,0.0
1.0053481,0.85928494,1.0
0.8463078,0.70968306,1.0
0.84691924,1.1919668,1.0
0.7632517,0.89301157,1.0
0.04775142,1.2813308,0.0
0.11751294,-0.20318085,0.0
0.059645712,0.7886348,0.0
-0.29849064,1.2205244,0.0
-0.036098175,-0.17437373,0.0
1.208005,0.8559543,1.0
0.26802754,0.2808413,0.0
1.1948673,1.0912638,1.0
1.1728133,0.26182282,0.0
1.2971742,-0.28126484,0.0
0.8532903,1.0396744,1.0
0.029143918,1.1637025,0.0
1.2134707,1.0515857,1.0
0.76341265,0.92147756,1.0
0.7710438,-0.1895153,0.0
0.9010449,1.2794986,1.0
-0.20544663,0.06201426,0.0
-0.28946978,0.81910515,0.0
-0.004936826,1.2241827,0.0
0.7466239,0.9465543,1.0
1.2521778,0.28508556,0.0
0.7900242,1.1080084,1.0
1.1943582,0.90222305,1.0
-0.11189149,-0.0012570069,0.0
0.19495134,0.00752826,0.0
-0.0009788544,1.2876897,0.0
0.23175654,1.1574779,0.0
-0.18808459,1.152057,0.0
0.028682686,0.13931859,0.0
1.2935861,0.9174009,1.0
1.1839131,0.21728842,0.0
0.8892551,-0.0008698787,0.0
0.86046,0.024082597,0.0
0.70639944,-0.28302604,0.0
-0.17806894,1.027317,0.0
1.1512083,0.857138,1.0
0.10854217,0.8832874,0.0
1.0868253,-0.26964125,0.0
-0.12412486,-0.20420088,0.0
0.12656167,-0.2659068,0.0
1.2898097,1.2005867,1.0
0.9810043,1.1951497,1.0
0.74983895,1.0679829,1.0
-0.020238765,0.14482982,0.0
0.20691107,-0.023288418,0.0
0.8985093,0.27352864,0.0
-0.15265173,0.07649962,0.0
1.0765427,0.95569545,1.0
1.2471764,0.20104124,0.0
0.1068005,0.07932521,0.0
1.1991127,1.2530395,1.0
1.0579393,0.80820006,1.0
0.2409934,1.0561259,0.0
0.22880001,0.094698176,0.0
0.9178121,-0.10746685,0.0
1.1658,-0.24215043,0.0
-0.15225396,1.0002342,0.0
0.9030467,0.15804783,0.0
-0.23355949,1.1280736,0.0
0.0006777974,0.7967442,0.0
0.06518119,0.8592292,0.0
0.7306064,-0.19599706,0.0
-0.054119065,0.7228426,0.0
0.124868415,-0.20565331,0.0
0.9503733,0.8687609,1.0
0.9325453,-0.005889319,0.0
-0.23731875,0.7101168,0.0
-0.28398675,1.1171759,0.0
1.1613446,-0.23943052,0.0
0.22556293,0.061454438,0.0
-0.1268,0.94640136,0.0
0.09319999,1.0751891,0.0
1.2504308,0.94372904,1.0
-0.13454765,-0.10324215,0.0
0.17925294,0.03665819,0.0
-0.14593162,0.12241131,0.0
-0.26404166,1.2757751,0.0
1.2683729,-0.22659688,0.0
0.2927911,1.043081,0.0
1.0924822,-1.9618827e-05,0.0
0.9632592,-0.08100351,0.0
-0.01013147,0.23344372,0.0
0.040303733,0.83156526,0.0
0.92743397,0.004734074,0.0
0.06849286,0.9945263,0.0
0.024465565,-0.18510251,0.0
1.1614431,0.27106723,0.0
1.152372,0.7939867,1.0
0.9455633,0.8275795,1.0
-0.036506757,0.09032732,0.0
1.2156973,0.88044393,1.0
-0.024532737,-0.04992544,0.0
-0.21509989,0.1621823,0.0
-0.29344338,-0.03175278,0.0
0.7230209,0.89751655,1.0
-0.122604236,0.005620497,0.0
0.7579503,-0.2159858,0.0
0.8497942,1.205452,1.0
1.0879524,-0.13534042,0.0
-0.22500928,0.062432505,0.0
-0.014419457,0.2288614,0.0
0.8584663,1.07075,1.0
0.083249316,1.199159,0.0
0.13870585,-0.27289364,0.0
0.9782585,0.95232356,1.0
1.1330981,1.1565384,1.0
0.20339383,-0.28026175,0.0
0.94906324,0.8861078,1.0
0.100629985,1.2810217,0.0
0.029947829,0.93794197,0.0
0.0852329,1.1218668,0.0
0.771925,1.0245268,1.0
-0.1282081,0.9580564,0.0
0.8521477,0.28780022,0.0
1.1708584,-0.13345832,0.0
0.80316347,0.81006336,1.0
0.11407309,1.0117128,0.0
1.1317686,0.1669688,0.0
0.22290176,1.0608969,0.0
0.9700968,0.75274134,1.0
1.2157784,0.9236586,1.0
0.27371517,-0.20305663,0.0
0.17956474,0.7384909,0.0
1.1466603,0.70438695,1.0
1.0886868,0.72509813,1.0
0.75397617,-0.20538953,0.0
0.10191972,0.20365691,0.0
0.023343917,0.931333,0.0
0.21679457,-0.11842776,0.0
0.7068816,0.94337887,1.0
1.054428,-0.19932984,0.0
0.9174591,0.927393,1.0
0.21260227,-0.20046991,0.0
1.0584853,-0.120176494,0.0
0.86539435,0.0021085073,0.0
0.17858648,1.2307409,0.0
0.908042,-0.13411465,0.0
0.73880786,0.08013675,0.0
0.040524315,0.22730029,0.0
0.15062544,1.1043186,0.0
-0.11608763,1.0026207,0.0
0.24304536,0.90717804,0.0
-0.19693363,0.77962905,0.0
-0.25416088,0.28424847,0.0
0.79939735,1.226172,1.0
1.2331088,-0.28144428,0.0
0.9351635,0.06819217,0.0
0.18132156,0.21377693,0.0
0.2966334,1.0806644,0.0
0.20847851,0.033424538,0.0
0.8319387,1.0950642,1.0
0.16386715,1.2148825,0.0
0.28906518,0.21733311,0.0
-0.2355824,0.7239832,0.0
0.88817096,-0.1738249,0.0
1.1205573,0.7344352,1.0
-0.24717496,-0.28692737,0.0
0.9965999,-0.14607805,0.0
-0.18325907,-0.20722213,0.0
1.1287048,0.0970459,0.0
0.031614713,1.093314,0.0
1.2531786,-0.091947265,0.0
-0.0009059277,-0.25749153,0.0
0.7286919,0.71631646,1.0
0.7130101,1.0911247,1.0
0.7169832,-0.1637398,0.0
0.898242,1.2346001,1.0
1.1123116,1.0441843,1.0
0.8431637,1.2215624,1.0
0.7253973,0.92453,1.0
1.2348219,-0.2917898,0.0
0.091628216,0.7961168,0.0
1.1511502,0.19733326,0.0
-0.015542077,0.27509144,0.0
0.854718,0.8489315,1.0
1.2540636,-0.021883959,0.0
0.7601297,0.7567236,1.0
-0.20230092,1.0050672,0.0
-0.0797697,0.7085936,0.0
1.0036522,-0.05179592,0.0
-0.028173355,1.2827823,0.0
-0.27525833,0.880698,0.0
0.9246604,1.1024295,1.0
1.2611283,1.1476718,1.0
0.049142312,1.2989173,0.0
1.1808444,-0.17170675,0.0
0.2965882,0.73799956,0.0
1.2207055,0.80353403,1.0
0.13160095,1.0906947,0.0
1.1251402,-0.24339348,0.0
0.21751173,-0.23940085,0.0
1.2697163,1.1846272,1.0
1.0211039,0.18551405,0.0
-0.25910884,-0.2596126,0.0
0.9285552,0.071273156,0.0
-0.061724115,-0.22306278,0.0
-0.24696195,-0.00047167533,0.0
0.18965937,0.92287844,0.0
0.964692,-0.2444973,0.0
